PersonId,DoBAssigned,Sex
18477,1973-01-01,Female
18478,1978-01-01,Female
18479,1929-01-01,Female
18480,1975-01-01,Female
18481,1986-01-01,Male
18482,1987-01-01,Female
18483,1963-01-01,Female
18484,1979-01-01,Female
18485,1976-01-01,Female
18486,1935-01-01,Male
18487,1997-01-01,Female
18488,1969-01-01,Male
18489,1983-01-01,Male
18490,1934-01-01,Male
18491,1992-01-01,Male
18492,1991-01-01,Male
18493,1984-01-01,Female
18494,1968-01-01,Female
18495,1944-01-01,Female
18496,1972-01-01,Male
18497,1986-01-01,Female
18498,1980-01-01,Male
18499,1946-01-01,Female
18500,1982-01-01,Female
18501,1994-01-01,Male
18502,1959-01-01,Male
18503,1964-01-01,Male
18504,1978-01-01,Female
18505,1975-01-01,Female
18506,1970-01-01,Female
18507,1997-01-01,Female
18508,1989-01-01,Female
18509,1972-01-01,Female
18510,2000-01-01,Male
18511,1920-01-01,Female
18512,1997-01-01,Female
18513,1963-01-01,Female
18514,1961-01-01,Female
18515,1977-01-01,Female
18516,1974-01-01,Male
18517,1942-01-01,Male
18518,1981-01-01,Female
18519,1963-01-01,Female
18520,1970-01-01,Female
18521,1966-01-01,Female
18522,1995-01-01,Male
18523,1972-01-01,Male
18524,1989-01-01,Female
18525,1928-01-01,Female
18526,1963-01-01,Male
18527,1979-01-01,Female
18528,1965-01-01,Male
18529,1973-01-01,Female
18530,1968-01-01,Male
18531,1998-01-01,Female
18532,1996-01-01,Female
18533,1981-01-01,Male
18534,1982-01-01,Male
18535,1957-01-01,Female
18536,1940-01-01,Male
18537,1978-01-01,Male
18538,1939-01-01,Female
18539,1955-01-01,Male
18540,1971-01-01,Female
18541,1974-01-01,Female
18542,1966-01-01,Male
18543,1968-01-01,Female
18544,2000-01-01,Male
18545,1947-01-01,Male
18546,1972-01-01,Female
18547,1980-01-01,Female
18548,1960-01-01,Male
18549,1976-01-01,Male
18550,1927-01-01,Male
18551,1958-01-01,Female
18552,1981-01-01,Female
18553,1978-01-01,Female
18554,1991-01-01,Male
18555,1971-01-01,Female
18556,1976-01-01,Male
18557,1957-01-01,Female
18558,1958-01-01,Female
18559,1954-01-01,Female
18560,1973-01-01,Female
18561,1945-01-01,Female
18562,1925-01-01,Male
18563,1998-01-01,Female
18564,1974-01-01,Female
18565,1983-01-01,Female
18566,1941-01-01,Male
18567,1929-01-01,Female
18568,1973-01-01,Female
18569,1982-01-01,Female
18570,1975-01-01,Female
18571,1989-01-01,Male
18572,1922-01-01,Female
18573,1936-01-01,Male
18574,1985-01-01,Female
18575,1997-01-01,Female
18576,1991-01-01,Male
18577,1932-01-01,Female
18578,1986-01-01,Male
18579,1996-01-01,Male
18580,1987-01-01,Male
18581,2000-01-01,Male
18582,1938-01-01,Female
18583,1977-01-01,Male
18584,1958-01-01,Female
18585,1948-01-01,Male
18586,1998-01-01,Male
18587,1952-01-01,Male
18588,1977-01-01,Female
18589,1971-01-01,Male
18590,1985-01-01,Male
18591,1960-01-01,Female
18592,1999-01-01,Female
18593,1998-01-01,Male
18594,1996-01-01,Female
18595,1989-01-01,Male
18596,1972-01-01,Female
18597,1981-01-01,Male
18598,1965-01-01,Female
18599,1989-01-01,Female
18600,1996-01-01,Female
18601,1978-01-01,Female
18602,1997-01-01,Female
18603,1988-01-01,Male
18604,1986-01-01,Female
18605,1978-01-01,Female
18606,1992-01-01,Female
18607,1954-01-01,Female
18608,1987-01-01,Female
18609,1970-01-01,Female
18610,1960-01-01,Female
18611,1956-01-01,Female
18612,1983-01-01,Male
18613,1949-01-01,Male
18614,1966-01-01,Female
18615,1981-01-01,Male
18616,1993-01-01,Female
18617,1912-01-01,Female
18618,1984-01-01,Male
18619,1970-01-01,Female
18620,1966-01-01,Male
18621,1965-01-01,Female
18622,1967-01-01,Female
18623,1941-01-01,Male
18624,1959-01-01,Female
18625,1945-01-01,Female
18626,1977-01-01,Female
18627,1994-01-01,Male
18628,1950-01-01,Female
18629,1962-01-01,Female
18630,1999-01-01,Female
18631,1963-01-01,Male
18632,1978-01-01,Female
18633,1983-01-01,Male
18634,1990-01-01,Male
18635,1977-01-01,Male
18636,1983-01-01,Male
18637,1950-01-01,Female
18638,1996-01-01,Female
18639,1919-01-01,Female
18640,1963-01-01,Male
18641,1986-01-01,Female
18642,1976-01-01,Male
18643,1955-01-01,Female
18644,1952-01-01,Female
18645,1994-01-01,Male
18646,1977-01-01,Female
18647,1964-01-01,Female
18648,1950-01-01,Male
18649,1980-01-01,Female
18650,1997-01-01,Female
18651,1986-01-01,Female
18652,1922-01-01,Female
18653,1965-01-01,Male
18654,2000-01-01,Female
18655,1987-01-01,Female
18656,1962-01-01,Female
18657,1994-01-01,Female
18658,1957-01-01,Male
18659,1975-01-01,Female
18660,1956-01-01,Female
18661,1996-01-01,Male
18662,1982-01-01,Female
18663,1985-01-01,Male
18664,1916-01-01,Female
18665,1997-01-01,Female
18666,2000-01-01,Female
18667,1977-01-01,Male
18668,1948-01-01,Male
18669,1963-01-01,Female
18670,1997-01-01,Male
18671,1974-01-01,Male
18672,1974-01-01,Female
18673,1939-01-01,Female
18674,1984-01-01,Female
18675,1989-01-01,Male
18676,1989-01-01,Male
18677,1941-01-01,Male
18678,1971-01-01,Female
18679,1995-01-01,Male
18680,1961-01-01,Female
18681,1960-01-01,Female
18682,1991-01-01,Male
18683,2000-01-01,Male
18684,2001-01-01,Female
18685,1946-01-01,Female
18686,1995-01-01,Male
18687,1969-01-01,Male
18688,1969-01-01,Female
18689,1989-01-01,Male
18690,1960-01-01,Male
18691,1972-01-01,Female
18692,1994-01-01,Female
18693,1983-01-01,Female
18694,1962-01-01,Male
18695,1991-01-01,Male
18696,1998-01-01,Female
18697,1955-01-01,Male
18698,1998-01-01,Male
18699,1953-01-01,Female
18700,1991-01-01,Female
18701,1960-01-01,Female
18702,1984-01-01,Female
18703,1970-01-01,Female
18704,1948-01-01,Female
18705,1978-01-01,Female
18706,1969-01-01,Male
18707,1997-01-01,Male
18708,1986-01-01,Female
18709,1985-01-01,Male
18710,1992-01-01,Female
18711,1997-01-01,Female
18712,1988-01-01,Male
18713,1964-01-01,Female
18714,1997-01-01,Male
18715,2000-01-01,Male
18716,1964-01-01,Male
18717,1965-01-01,Male
18718,1975-01-01,Male
18719,1965-01-01,Female
18720,1973-01-01,Male
18721,1967-01-01,Female
18722,1994-01-01,Female
18723,1978-01-01,Female
18724,1928-01-01,Female
18725,1965-01-01,Male
18726,1928-01-01,Female
18727,1989-01-01,Male
18728,1961-01-01,Female
18729,1962-01-01,Female
18730,1996-01-01,Female
18731,1982-01-01,Female
18732,1949-01-01,Female
18733,1961-01-01,Female
18734,1997-01-01,Male
18735,1998-01-01,Male
18736,1975-01-01,Female
18737,1961-01-01,Female
18738,1954-01-01,Female
18739,1992-01-01,Female
18740,1960-01-01,Female
18741,1998-01-01,Female
18742,1996-01-01,Male
18743,1993-01-01,Male
18744,1963-01-01,Male
18745,1971-01-01,Female
18746,1966-01-01,Female
18747,1949-01-01,Male
18748,1967-01-01,Female
18749,1964-01-01,Male
18750,1945-01-01,Female
18751,1960-01-01,Female
18752,1974-01-01,Male
18753,1966-01-01,Female
18754,1998-01-01,Female
18755,1981-01-01,Male
18756,1981-01-01,Male
18757,1970-01-01,Male
18758,1969-01-01,Female
18759,1950-01-01,Female
18760,1995-01-01,Female
18761,1942-01-01,Male
18762,1976-01-01,Male
18763,1978-01-01,Female
18764,1968-01-01,Male
18765,1988-01-01,Female
18766,1952-01-01,Female
18767,1991-01-01,Female
18768,1951-01-01,Male
18769,1994-01-01,Male
18770,1987-01-01,Female
18771,1990-01-01,Male
18772,1951-01-01,Female
18773,1975-01-01,Male
18774,1975-01-01,Female
18775,1974-01-01,Male
18776,1997-01-01,Female
18777,1995-01-01,Male
18778,1981-01-01,Male
18779,1968-01-01,Male
18780,1998-01-01,Female
18781,1998-01-01,Female
18782,1954-01-01,Female
18783,1975-01-01,Female
18784,1973-01-01,Female
18785,1963-01-01,Male
18786,1970-01-01,Female
18787,1973-01-01,Female
18788,1963-01-01,Male
18789,1994-01-01,Male
18790,1982-01-01,Female
18791,1939-01-01,Male
18792,1961-01-01,Male
18793,1958-01-01,Female
18794,1981-01-01,Female
18795,1991-01-01,Female
18796,1999-01-01,Male
18797,1940-01-01,Female
18798,1954-01-01,Female
18799,1941-01-01,Male
18800,1990-01-01,Male
18801,1962-01-01,Female
18802,1976-01-01,Female
18803,1952-01-01,Male
18804,1950-01-01,Female
18805,1996-01-01,Female
18806,1977-01-01,Male
18807,1993-01-01,Male
18808,1982-01-01,Female
18809,1979-01-01,Male
18810,1982-01-01,Female
18811,1978-01-01,Male
18812,1986-01-01,Female
18813,1979-01-01,Female
18814,1942-01-01,Male
18815,1974-01-01,Female
18816,2001-01-01,Female
18817,1969-01-01,Female
18818,1998-01-01,Female
18819,1996-01-01,0
18820,1991-01-01,Male
18821,1961-01-01,Female
18822,1969-01-01,Male
18823,1959-01-01,Female
18824,1962-01-01,Male
18825,1964-01-01,Female
18826,1964-01-01,Female
18827,1999-01-01,Female
18828,1991-01-01,Male
18829,1974-01-01,Female
18830,1995-01-01,Male
18831,1979-01-01,Male
18832,1978-01-01,Male
18833,1991-01-01,Male
18834,1972-01-01,Female
18835,1995-01-01,Female
18836,1970-01-01,Female
18837,1959-01-01,Female
18838,1989-01-01,Male
18839,1995-01-01,Female
18840,1988-01-01,Female
18841,1944-01-01,Male
18842,1966-01-01,Female
18843,1977-01-01,Male
18844,1954-01-01,Male
18845,1957-01-01,Male
18846,1995-01-01,Female
18847,1963-01-01,Male
18848,1997-01-01,Female
18849,1977-01-01,Male
18850,1996-01-01,Male
18851,1994-01-01,Male
18852,1908-01-01,Male
18853,1949-01-01,Female
18854,1980-01-01,Female
18855,1960-01-01,Female
18856,1984-01-01,Female
18857,1939-01-01,Male
18858,1991-01-01,Male
18859,1998-01-01,Male
18860,1940-01-01,Female
18861,2001-01-01,Male
18862,1974-01-01,Male
18863,1959-01-01,Female
18864,1977-01-01,Female
18865,1984-01-01,Male
18866,1970-01-01,Male
18867,1981-01-01,Male
18868,1978-01-01,Female
18869,1964-01-01,Female
18870,1963-01-01,Female
18871,1976-01-01,Female
18872,1933-01-01,Male
18873,1999-01-01,Female
18874,1951-01-01,Female
18875,1963-01-01,Male
18876,1967-01-01,Female
18877,1987-01-01,Male
18878,1937-01-01,Female
18879,1990-01-01,Female
18880,1923-01-01,Female
18881,1992-01-01,Female
18882,1963-01-01,Female
18883,1969-01-01,Female
18884,1969-01-01,Female
18885,1980-01-01,Male
18886,1981-01-01,Female
18887,1989-01-01,Female
18888,1965-01-01,Female
18889,2000-01-01,Male
18890,1998-01-01,Male
18891,1977-01-01,Female
18892,1975-01-01,Female
18893,1992-01-01,Male
18894,1968-01-01,Male
18895,1996-01-01,Male
18896,1967-01-01,Male
18897,1971-01-01,Female
18898,1974-01-01,Female
18899,1994-01-01,Male
18900,1973-01-01,Male
18901,1977-01-01,Male
18902,1956-01-01,Female
18903,1992-01-01,Female
18904,1979-01-01,Female
18905,1968-01-01,Female
18906,1959-01-01,Male
18907,1989-01-01,Male
18908,1973-01-01,Male
18909,1995-01-01,Male
18910,1993-01-01,Female
18911,1962-01-01,Male
18912,1995-01-01,Female
18913,1939-01-01,Female
18914,1965-01-01,Female
18915,1993-01-01,Female
18916,1994-01-01,Female
18917,1975-01-01,Female
18918,1989-01-01,Male
18919,1996-01-01,Female
18920,1989-01-01,Male
18921,1997-01-01,Male
18922,1999-01-01,Female
18923,1955-01-01,Male
18924,1951-01-01,Male
18925,1982-01-01,Female
18926,1972-01-01,Female
18927,1967-01-01,Male
18928,1966-01-01,Male
18929,1992-01-01,Female
18930,1996-01-01,Female
18931,1972-01-01,Male
18932,1995-01-01,Male
18933,1996-01-01,Female
18934,1930-01-01,Male
18935,1984-01-01,Female
18936,1969-01-01,Female
18937,1996-01-01,Male
18938,1989-01-01,Male
18939,1963-01-01,Female
18940,2000-01-01,Female
18941,1975-01-01,Female
18942,1940-01-01,Male
18943,1946-01-01,Female
18944,1950-01-01,Male
18945,1974-01-01,Male
18946,1964-01-01,Male
18947,1981-01-01,Female
18948,1976-01-01,Female
18949,1970-01-01,Male
18950,1994-01-01,Female
18951,1971-01-01,Female
18952,1930-01-01,Female
18953,1960-01-01,Male
18954,1997-01-01,Female
18955,1980-01-01,Female
18956,2001-01-01,Male
18957,1974-01-01,Female
18958,1987-01-01,Female
18959,1995-01-01,Female
18960,1978-01-01,Female
18961,1910-01-01,Female
18962,1964-01-01,Female
18963,2000-01-01,Male
18964,1996-01-01,Male
18965,1997-01-01,Female
18966,1975-01-01,Female
18967,1958-01-01,Female
18968,1909-01-01,Female
18969,1972-01-01,Male
18970,1971-01-01,Female
18971,1940-01-01,Male
18972,1997-01-01,Female
18973,1975-01-01,Female
18974,1998-01-01,Male
18975,1989-01-01,Female
18976,1996-01-01,Female
18977,2001-01-01,Female
18978,1965-01-01,Male
18979,1995-01-01,Female
18980,1991-01-01,Female
18981,1978-01-01,Female
18982,1979-01-01,Female
18983,1981-01-01,Male
18984,1990-01-01,Female
18985,1994-01-01,Female
18986,1978-01-01,Female
18987,1980-01-01,Female
18988,1975-01-01,Male
18989,1976-01-01,Female
18990,1967-01-01,Male
18991,1998-01-01,Male
18992,1972-01-01,Female
18993,1988-01-01,Male
18994,1981-01-01,Male
18995,1955-01-01,Female
18996,1937-01-01,Female
18997,1987-01-01,Male
18998,1974-01-01,Male
18999,1999-01-01,Male
19000,1993-01-01,Female
19001,1975-01-01,Female
19002,1995-01-01,Male
19003,1984-01-01,Male
19004,1908-01-01,Female
19005,1998-01-01,Female
19006,1969-01-01,Male
19007,1949-01-01,Male
19008,1990-01-01,Male
19009,1989-01-01,Male
19010,1994-01-01,Male
19011,1990-01-01,Female
19012,1921-01-01,Female
19013,1945-01-01,Female
19014,1964-01-01,Male
19015,1965-01-01,Male
19016,1980-01-01,Male
19017,1983-01-01,Female
19018,1940-01-01,Female
19019,1991-01-01,Male
19020,1926-01-01,Female
19021,1993-01-01,Female
19022,1982-01-01,Female
19023,1995-01-01,Male
19024,1977-01-01,Male
19025,1971-01-01,Female
19026,1936-01-01,Female
19027,1980-01-01,Female
19028,1955-01-01,Female
19029,1972-01-01,Female
19030,1910-01-01,Female
19031,1938-01-01,Female
19032,1934-01-01,Female
19033,1966-01-01,Male
19034,1980-01-01,Female
19035,1967-01-01,Female
19036,1967-01-01,Female
19037,1997-01-01,Male
19038,1966-01-01,Female
19039,1992-01-01,Male
19040,1974-01-01,Male
19041,1935-01-01,Male
19042,1980-01-01,Female
19043,1978-01-01,Female
19044,1977-01-01,Female
19045,1963-01-01,Female
19046,1965-01-01,Male
19047,1983-01-01,Female
19048,1969-01-01,Female
19049,1996-01-01,Male
19050,1996-01-01,Male
19051,1987-01-01,Male
19052,1986-01-01,Female
19053,1917-01-01,Female
19054,1967-01-01,Male
19055,1976-01-01,Female
19056,1974-01-01,Male
19057,2000-01-01,Female
19058,2001-01-01,Male
19059,1942-01-01,Male
19060,1992-01-01,Male
19061,1964-01-01,Male
19062,1990-01-01,Male
19063,1979-01-01,Female
19064,1968-01-01,Female
19065,1999-01-01,Male
19066,1995-01-01,Female
19067,1979-01-01,Female
19068,1993-01-01,Male
19069,1966-01-01,Female
19070,1966-01-01,Female
19071,1963-01-01,Female
19072,1970-01-01,Male
19073,1938-01-01,Female
19074,1957-01-01,Male
19075,1968-01-01,Female
19076,1988-01-01,Male
19077,1972-01-01,Male
19078,1975-01-01,Male
19079,1995-01-01,Female
19080,1995-01-01,Female
19081,1949-01-01,Female
19082,1976-01-01,Male
19083,1952-01-01,Female
19084,1950-01-01,Female
19085,1973-01-01,Male
19086,1961-01-01,Female
19087,1945-01-01,Female
19088,1993-01-01,Male
19089,1985-01-01,Male
19090,1995-01-01,Female
19091,1995-01-01,Female
19092,1992-01-01,Male
19093,1983-01-01,Female
19094,1996-01-01,Male
19095,1955-01-01,Female
19096,1999-01-01,Female
19097,1998-01-01,Female
19098,1989-01-01,Female
19099,1990-01-01,Female
19100,1977-01-01,Female
19101,2001-01-01,Male
19102,1941-01-01,Female
19103,1984-01-01,Female
19104,1979-01-01,Male
19105,1973-01-01,Female
19106,1971-01-01,Female
19107,1979-01-01,Female
19108,1966-01-01,Female
19109,1955-01-01,Male
19110,1969-01-01,Female
19111,1946-01-01,Male
19112,1977-01-01,Female
19113,1980-01-01,Male
19114,1995-01-01,Male
19115,1957-01-01,Female
19116,1992-01-01,Male
19117,1972-01-01,Female
19118,1925-01-01,Male
19119,1996-01-01,Male
19120,1971-01-01,Male
19121,1942-01-01,Male
19122,1924-01-01,Female
19123,1965-01-01,Male
19124,1925-01-01,Female
19125,1965-01-01,Female
19126,1991-01-01,Male
19127,1958-01-01,Female
19128,1946-01-01,Female
19129,1948-01-01,Female
19130,1989-01-01,Female
19131,1953-01-01,Female
19132,1989-01-01,Male
19133,1969-01-01,Male
19134,1971-01-01,Male
19135,1939-01-01,Female
19136,1946-01-01,Female
19137,1980-01-01,Female
19138,1966-01-01,Female
19139,1944-01-01,Male
19140,1960-01-01,Female
19141,1956-01-01,Female
19142,1969-01-01,Male
19143,1926-01-01,Female
19144,1974-01-01,Female
19145,1990-01-01,Female
19146,1971-01-01,Male
19147,1976-01-01,Male
19148,1974-01-01,Female
19149,1958-01-01,Female
19150,1984-01-01,Female
19151,1990-01-01,Male
19152,1991-01-01,Male
19153,1979-01-01,Male
19154,1998-01-01,Female
19155,1972-01-01,Female
19156,1965-01-01,Male
19157,1962-01-01,Male
19158,1962-01-01,Female
19159,1998-01-01,Female
19160,1977-01-01,Male
19161,1984-01-01,Male
19162,1962-01-01,Female
19163,1977-01-01,Female
19164,1965-01-01,Female
19165,1991-01-01,Male
19166,1998-01-01,Female
19167,1979-01-01,Male
19168,1989-01-01,Female
19169,1986-01-01,Male
19170,1944-01-01,Female
19171,1998-01-01,Female
19172,1992-01-01,Female
19173,1989-01-01,Female
19174,1977-01-01,Male
19175,1980-01-01,Female
19176,2002-01-01,Female
19177,1954-01-01,Female
19178,1986-01-01,Male
19179,1963-01-01,Female
19180,1956-01-01,Female
19181,1974-01-01,Female
19182,1969-01-01,Female
19183,1991-01-01,Female
19184,1952-01-01,Female
19185,1975-01-01,Female
19186,1949-01-01,Female
19187,1986-01-01,Male
19188,1981-01-01,Male
19189,1981-01-01,Female
19190,1977-01-01,Female
19191,1973-01-01,Male
19192,1991-01-01,Female
19193,1950-01-01,Male
19194,1957-01-01,Female
19195,1967-01-01,Female
19196,1971-01-01,Male
19197,1989-01-01,Female
19198,1961-01-01,Female
19199,1984-01-01,Male
19200,1974-01-01,Female
19201,1969-01-01,Female
19202,1985-01-01,Female
19203,1971-01-01,Male
19204,1991-01-01,Male
19205,1995-01-01,Male
19206,1987-01-01,Female
19207,1965-01-01,Male
19208,1928-01-01,Female
19209,1920-01-01,Female
19210,1983-01-01,Female
19211,1936-01-01,Male
19212,1978-01-01,Male
19213,1970-01-01,Female
19214,1985-01-01,Male
19215,1943-01-01,Female
19216,1976-01-01,Male
19217,1904-01-01,Female
19218,1990-01-01,Male
19219,1973-01-01,Male
19220,1946-01-01,Female
19221,2001-01-01,Female
19222,1964-01-01,Female
19223,1996-01-01,Female
19224,1996-01-01,Female
19225,1970-01-01,Female
19226,1953-01-01,Female
19227,1976-01-01,Female
19228,1969-01-01,Female
19229,1996-01-01,Female
19230,1991-01-01,Male
19231,1977-01-01,Female
19232,1968-01-01,Female
19233,2000-01-01,Male
19234,1990-01-01,Female
19235,1986-01-01,Female
19236,1981-01-01,Female
19237,1960-01-01,Female
19238,1940-01-01,Female
19239,1998-01-01,Female
19240,1973-01-01,Female
19241,1953-01-01,Female
19242,1971-01-01,Female
19243,1973-01-01,Female
19244,1971-01-01,Male
19245,1979-01-01,Female
19246,1996-01-01,Male
19247,1994-01-01,Female
19248,2001-01-01,Female
19249,1973-01-01,Male
19250,1968-01-01,Female
19251,1970-01-01,Male
19252,1998-01-01,Male
19253,1995-01-01,Male
19254,1911-01-01,Female
19255,1958-01-01,Male
19256,2001-01-01,Male
19257,1965-01-01,Female
19258,1997-01-01,Female
19259,1925-01-01,Female
19260,1979-01-01,Female
19261,1965-01-01,Female
19262,1985-01-01,Male
19263,1978-01-01,Male
19264,1977-01-01,Male
19265,1957-01-01,Female
19266,1956-01-01,Female
19267,1987-01-01,Male
19268,1974-01-01,Female
19269,1996-01-01,Male
19270,1996-01-01,Female
19271,1996-01-01,Female
19272,1977-01-01,Male
19273,1978-01-01,Female
19274,1968-01-01,Female
19275,1966-01-01,Female
19276,1977-01-01,Female
19277,1971-01-01,Female
19278,1934-01-01,Male
19279,1930-01-01,Male
19280,1959-01-01,Female
19281,1954-01-01,Female
19282,1990-01-01,Female
19283,1979-01-01,Female
19284,1988-01-01,Female
19285,1950-01-01,Female
19286,1919-01-01,Female
19287,1980-01-01,Female
19288,1950-01-01,Female
19289,1990-01-01,Female
19290,1959-01-01,Male
19291,1940-01-01,Female
19292,1977-01-01,Female
19293,1957-01-01,Male
19294,1928-01-01,Female
19295,1993-01-01,Male
19296,1967-01-01,Female
19297,1997-01-01,Female
19298,1969-01-01,Female
19299,1974-01-01,Female
19300,1989-01-01,Female
19301,1999-01-01,Female
19302,1979-01-01,Female
19303,1951-01-01,Female
19304,1973-01-01,Female
19305,1953-01-01,Female
19306,1967-01-01,Female
19307,1963-01-01,Female
19308,1998-01-01,Female
19309,1924-01-01,Male
19310,2000-01-01,Male
19311,2001-01-01,Male
19312,1989-01-01,Female
19313,1969-01-01,Male
19314,1975-01-01,Female
19315,1951-01-01,Female
19316,2001-01-01,Female
19317,1978-01-01,Female
19318,1998-01-01,Male
19319,1906-01-01,Female
19320,1989-01-01,Male
19321,1963-01-01,Female
19322,2000-01-01,Female
19323,1999-01-01,Female
19324,1993-01-01,Female
19325,1993-01-01,Male
19326,1990-01-01,Female
19327,1957-01-01,Male
19328,1998-01-01,Female
19329,1968-01-01,Male
19330,1936-01-01,Female
19331,1965-01-01,Female
19332,1913-01-01,Female
19333,1995-01-01,Male
19334,1933-01-01,Female
19335,1975-01-01,Female
19336,1963-01-01,Female
19337,1972-01-01,Female
19338,1969-01-01,Male
19339,1998-01-01,Female
19340,1984-01-01,Male
19341,1940-01-01,Female
19342,1974-01-01,Male
19343,1936-01-01,Male
19344,1945-01-01,Female
19345,1938-01-01,Male
19346,1980-01-01,Female
19347,1977-01-01,Female
19348,1967-01-01,Male
19349,1995-01-01,Male
19350,1998-01-01,Male
19351,1972-01-01,Female
19352,1964-01-01,Female
19353,1996-01-01,Male
19354,1987-01-01,Male
19355,1952-01-01,Male
19356,2000-01-01,Male
19357,1959-01-01,Female
19358,1969-01-01,Male
19359,1976-01-01,Female
19360,1978-01-01,Female
19361,1967-01-01,Female
19362,1997-01-01,Female
19363,1967-01-01,Female
19364,1963-01-01,Female
19365,1977-01-01,Male
19366,2000-01-01,Male
19367,2000-01-01,Male
19368,1991-01-01,Female
19369,1967-01-01,Female
19370,1976-01-01,Female
19371,1973-01-01,Female
19372,1999-01-01,Female
19373,1965-01-01,Male
19374,1964-01-01,Female
19375,1997-01-01,Female
19376,1948-01-01,Male
19377,1930-01-01,Female
19378,1980-01-01,Female
19379,1958-01-01,Male
19380,1998-01-01,Male
19381,1963-01-01,Female
19382,1936-01-01,Female
19383,1946-01-01,Female
19384,1966-01-01,Female
19385,1995-01-01,Female
19386,1998-01-01,Male
19387,1963-01-01,Female
19388,1984-01-01,Female
19389,1979-01-01,Male
19390,1989-01-01,Male
19391,1924-01-01,Female
19392,1967-01-01,Female
19393,1976-01-01,Male
19394,1995-01-01,Female
19395,1994-01-01,Female
19396,1963-01-01,Male
19397,2000-01-01,Female
19398,1993-01-01,Male
19399,1959-01-01,Female
19400,1994-01-01,Male
19401,1974-01-01,Male
19402,1952-01-01,Female
19403,1997-01-01,Female
19404,1993-01-01,Female
19405,1978-01-01,Female
19406,1999-01-01,Female
19407,1980-01-01,Female
19408,1961-01-01,Female
19409,1998-01-01,Male
19410,1985-01-01,Female
19411,1999-01-01,Male
19412,1998-01-01,Female
19413,1971-01-01,Female
19414,2001-01-01,Female
19415,1957-01-01,Female
19416,1991-01-01,Male
19417,1976-01-01,Male
19418,1948-01-01,Male
19419,1966-01-01,Male
19420,1924-01-01,Male
19421,1942-01-01,Male
19422,1960-01-01,Male
19423,1952-01-01,Male
19424,2000-01-01,Male
19425,1999-01-01,Male
19426,1946-01-01,Female
19427,1981-01-01,Female
19428,1966-01-01,Female
19429,1998-01-01,Male
19430,1966-01-01,Male
19431,1974-01-01,Female
19432,1967-01-01,Female
19433,1953-01-01,Male
19434,1981-01-01,Female
19435,1974-01-01,Male
19436,2002-01-01,Male
19437,1986-01-01,Female
19438,1967-01-01,Male
19439,1991-01-01,Male
19440,1976-01-01,Female
19441,1972-01-01,Female
19442,1992-01-01,Female
19443,1958-01-01,Female
19444,1980-01-01,Female
19445,1958-01-01,Male
19446,1958-01-01,Female
19447,1964-01-01,Male
19448,1991-01-01,Male
19449,1967-01-01,Female
19450,2000-01-01,Male
19451,1994-01-01,Male
19452,1964-01-01,Female
19453,1970-01-01,Female
19454,1980-01-01,Female
19455,1997-01-01,Male
19456,1955-01-01,Female
19457,1978-01-01,Female
19458,1964-01-01,Female
19459,1924-01-01,Male
19460,2000-01-01,Female
19461,1995-01-01,Male
19462,1979-01-01,Female
19463,1957-01-01,Female
19464,1972-01-01,Female
19465,1970-01-01,Male
19466,1999-01-01,Male
19467,1966-01-01,Female
19468,1952-01-01,Female
19469,1997-01-01,Male
19470,1985-01-01,Female
19471,1977-01-01,Male
19472,1975-01-01,Female
19473,1950-01-01,Female
19474,1968-01-01,Female
19475,1923-01-01,Male
19476,1958-01-01,Male
19477,1961-01-01,Female
19478,1950-01-01,Male
19479,1976-01-01,Female
19480,1964-01-01,Female
19481,1999-01-01,Male
19482,1973-01-01,Female
19483,1947-01-01,Female
19484,1968-01-01,Female
19485,1978-01-01,Female
19486,1969-01-01,Female
19487,1959-01-01,Male
19488,1982-01-01,Male
19489,1972-01-01,Male
19490,1957-01-01,Female
19491,1968-01-01,Male
19492,1981-01-01,Male
19493,1975-01-01,Female
19494,1918-01-01,Male
19495,1926-01-01,Male
19496,1974-01-01,Female
19497,1995-01-01,Female
19498,1998-01-01,Female
19499,1957-01-01,Female
19500,1949-01-01,Male
19501,1965-01-01,Female
19502,1963-01-01,Female
19503,1970-01-01,Female
19504,1993-01-01,Male
19505,1960-01-01,Female
19506,1980-01-01,Female
19507,2000-01-01,Female
19508,1965-01-01,Female
19509,1988-01-01,Male
19510,1974-01-01,Male
19511,1964-01-01,Male
19512,1949-01-01,Female
19513,1975-01-01,Male
19514,1960-01-01,Female
19515,1954-01-01,Female
19516,1976-01-01,Male
19517,1973-01-01,Female
19518,1957-01-01,Female
19519,1989-01-01,Male
19520,1970-01-01,Female
19521,1967-01-01,Female
19522,1975-01-01,Male
19523,2000-01-01,Female
19524,1912-01-01,Female
19525,1932-01-01,Female
19526,1991-01-01,Female
19527,1996-01-01,Male
19528,1959-01-01,Female
19529,1978-01-01,Male
19530,1922-01-01,Female
19531,1964-01-01,Female
19532,1971-01-01,Female
19533,1976-01-01,Male
19534,1987-01-01,Male
19535,1999-01-01,Female
19536,1993-01-01,Female
19537,1984-01-01,Female
19538,1976-01-01,Male
19539,1991-01-01,Male
19540,1974-01-01,Female
19541,1984-01-01,Male
19542,2000-01-01,Female
19543,1960-01-01,Female
19544,1946-01-01,Female
19545,1970-01-01,Male
19546,1966-01-01,Male
19547,1970-01-01,Male
19548,1969-01-01,Female
19549,1999-01-01,Female
19550,1979-01-01,Male
19551,1994-01-01,Female
